,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,ComplianceStatus,ZipCode,Latitude,Longitude,Address,City,State,energy_grad,full_address
29,37,2015,SPS-District K-12,Education,JOHN HAY ELEMENTARY SCHOOL (SPS-DISTRICT),7,MAGNOLIA / QUEEN ANNE,1989,1.0,2.0,51582,0,51582,K-12 SCHOOL,K-12 School,55166.0,94.0,26.7,30.5,83.8,95.8,1472548.0,1682521.0,0.0,431579.0,1472609.0,0.0,0.0,10.27,0.08,Yes,Compliant,18390.0,47.6329,-122.35245717,201 GARFIELD ST,SEATTLE,WA,A+,"201 GARFIELD ST,SEATTLE,WA"
1641,37,2016,SPS-District K-12,Education,John Hay Elementary,7,MAGNOLIA / QUEEN ANNE,1989,1.0,2.0,51582,0,51582,K-12 SCHOOL,K-12 School,55166.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438691.6875,1496816.0,0.0,0.0,10.43,0.2,False,Missing Data,98109.0,47.6329,-122.35172,201 Garfield St.,Seattle,WA,NC,"201 Garfield St.,Seattle,WA"
30,38,2015,NonResidential,Office,HOUSE OF GOOD SHEPHERD,4,LAKE UNION,1906,1.0,3.0,87262,0,87262,"K-12 SCHOOL, MULTIFAMILY HOUSING, OFFICE, OTHER - ENTERTAINMENT/PUBLIC ASSEMBLY",Office,40943.0,,59.2,66.3,104.1,112.3,3988729.0,4470231.0,0.0,396679.0,1353524.0,26353.0,2635261.0,149.39,1.65,No,Compliant,18377.0,47.6641,-122.33172174,4649 SUNNYSIDE AVE N,SEATTLE,WA,NC,"4649 SUNNYSIDE AVE N,SEATTLE,WA"
1642,38,2016,NonResidential,Office,Good Shepherd Center,4,LAKE UNION,1906,1.0,3.0,87262,0,87262,"K-12 SCHOOL, MULTIFAMILY HOUSING, OFFICE, OTHER - ENTERTAINMENT/PUBLIC ASSEMBLY",Office,40943.0,,61.5,69.80000305,106.5,115.9,4145920.5,4703690.0,0.0,396495.6875,1352843.0,27930.77148,2793077.0,157.77,1.81,False,Compliant,98070.0,47.6641,-122.33118,4649 Sunnyside Ave. N.,Seattle,WA,NC,"4649 Sunnyside Ave. N.,Seattle,WA"
31,40,2015,NonResidential,Hotel,SILVER CLOUD INN UNIVERSITY,4,NORTHEAST,1994,1.0,4.0,81871,0,81871,HOTEL,Hotel,81871.0,20.0,90.6,93.8,178.5,181.8,7419765.0,7677473.0,0.0,957249.0,3266270.0,41536.0,4153630.0,243.37,2.8,No,Compliant,18383.0,47.66583,-122.29889419,5036 25TH AVE NE,SEATTLE,WA,D,"5036 25TH AVE NE,SEATTLE,WA"
1643,40,2016,NonResidential,Hotel,Silver Cloud University,4,NORTHEAST,1994,1.0,4.0,81871,0,81871,HOTEL,Hotel,81871.0,29.0,81.5,82.19999695,162.5,164.9,6668568.5,6731281.5,0.0,884056.0,3016399.0,36521.69141,3652169.0,215.0,2.63,False,Compliant,98105.0,47.66583,-122.29965,5036 25th Ave NE,Seattle,WA,C,"5036 25th Ave NE,Seattle,WA"
32,41,2015,NonResidential,Warehouse,QFC / SHURGARD MINI STORAGE / LIQUOR STORE,4,NORTHEAST,1955,1.0,2.0,126394,0,126394,SELF-STORAGE FACILITY,Self-Storage Facility,26225.0,77.0,11.7,12.2,34.0,34.5,306721.0,319916.0,0.0,79930.0,272732.0,340.0,34000.0,3.71,0.02,No,Compliant,18383.0,47.66172,-122.29612323,2746 NE 45TH ST,SEATTLE,WA,A,"2746 NE 45TH ST,SEATTLE,WA"
1644,41,2016,NonResidential,Warehouse,08781-University Village,4,NORTHEAST,1955,1.0,2.0,110356,0,110356,SELF-STORAGE FACILITY,Self-Storage Facility,26225.0,,12.10000038,12.39999962,35.2,35.5,318364.8125,326223.0938,0.0,82434.0,281265.0,371.0,37100.0,3.93,0.04,False,Compliant,98105.0,47.66172,-122.29598,2746 Ne 45th St Suite 100,Seattle,WA,NC,"2746 Ne 45th St Suite 100,Seattle,WA"
33,46,2015,NonResidential,Warehouse,SEATTLE WAREHOUSE OFFICE BUILDING,2,GREATER DUWAMISH,1961,7.0,2.0,714095,0,714095,DISTRIBUTION CENTER,,,1.0,66.9,64.7,210.0,203.3,47843892.0,46313516.0,0.0,14022240.0,47845869.0,0.0,0.0,333.54,0.18,No,Compliant,18800.0,47.511379999999996,-122.29027588,3301 S NORFOLK ST,SEATTLE,WA,D,"3301 S NORFOLK ST,SEATTLE,WA"
1646,46,2016,NonResidential,Warehouse,Seattle 11-13,2,GREATER DUWAMISH,1961,3.0,2.0,714095,0,714095,"NON-REFRIGERATED WAREHOUSE, OFFICE, REFRIGERATED WAREHOUSE",Non-Refrigerated Warehouse,616000.0,,46.40000153,45.79999924,145.9,143.8,44731160.0,44110016.0,0.0,13109951.0,44731153.0,0.0,0.0,311.84,0.44,False,Compliant,98118.0,47.511379999999996,-122.28875,3301 S NORFOLK ST,Seattle,WA,NC,"3301 S NORFOLK ST,Seattle,WA"
34,50,2015,SPS-District K-12,Education,LAWTON ELEMENTARY SCHOOL (SPS-DISTRICT),7,MAGNOLIA / QUEEN ANNE,1990,1.0,2.0,54986,0,54986,K-12 SCHOOL,K-12 School,54986.0,91.0,30.1,33.5,80.3,91.0,1655612.0,1842702.0,0.0,375707.0,1281965.0,3737.0,373700.0,28.78,0.42,No,Compliant,18235.0,47.65671,-122.39065097,4017 26TH AVE W,SEATTLE,WA,A+,"4017 26TH AVE W,SEATTLE,WA"
1647,50,2016,SPS-District K-12,Education,Lawton Elementary,7,MAGNOLIA / QUEEN ANNE,1990,1.0,2.0,54986,0,54986,K-12 SCHOOL,K-12 School,54986.0,97.0,30.0,32.79999924,77.8,83.2,1650279.25,1802471.375,0.0,356855.0,1217589.0,4326.897461,432690.0,31.47,0.57,False,Compliant,98199.0,47.65671,-122.39047,4000 27th Ave. W.,Seattle,WA,A+,"4000 27th Ave. W.,Seattle,WA"
35,51,2015,SPS-District K-12,Education,ECKSTEIN MIDDLE (SPS-DISTRICT),4,NORTHEAST,1950,1.0,2.0,175565,0,175565,K-12 SCHOOL,K-12 School,182861.0,88.0,34.1,45.5,53.6,67.3,6227419.0,8317888.0,0.0,457772.0,1561983.0,46655.0,4665500.0,258.67,1.44,Yes,Compliant,18792.0,47.682520000000004,-122.2939354,3003 NE 75TH ST,SEATTLE,WA,A+,"3003 NE 75TH ST,SEATTLE,WA"
1648,51,2016,SPS-District K-12,Education,Eckstein Middle,4,NORTHEAST,1950,1.0,2.0,175565,0,175565,K-12 SCHOOL,K-12 School,182861.0,88.0,35.0,40.09999847,55.0,60.4,6399127.5,7329817.5,0.0,468840.5,1599684.0,47994.43359,4799443.0,266.05,1.52,True,Error - Correct Default Data,98115.0,47.682520000000004,-122.29498000000001,3003 N.E. 75th St.,Seattle,WA,A+,"3003 N.E. 75th St.,Seattle,WA"
36,52,2015,NonResidential,Office,SALMON BAY CENTER 5305 & 5309,6,BALLARD,1961,1.0,2.0,94900,0,94900,"NON-REFRIGERATED WAREHOUSE, OFFICE",Office,55586.0,57.0,63.7,69.6,161.3,165.9,6043853.0,6605535.0,0.0,1257186.0,4289697.0,17543.0,1754334.0,123.08,1.1,No,Compliant,18386.0,47.66587,-122.3860321,5305 SHILSHOLE AVE NW,SEATTLE,WA,B,"5305 SHILSHOLE AVE NW,SEATTLE,WA"
1649,52,2016,NonResidential,Office,SBC52,6,BALLARD,1961,1.0,2.0,94900,0,94900,"NON-REFRIGERATED WAREHOUSE, OFFICE",Office,55586.0,57.0,65.19999695,68.90000153,163.0,165.9,6186461.5,6536359.5,0.0,1257791.75,4291585.0,18948.75977,1894876.0,130.56,1.38,False,Compliant,98107.0,47.66587,-122.38476000000001,5305 Shilshole Ave NW,Seattle,WA,B,"5305 Shilshole Ave NW,Seattle,WA"
37,53,2015,NonResidential,Office,EL CENTRO DE LA RAZA,2,GREATER DUWAMISH,1900,1.0,2.0,52554,0,52554,"OFFICE, OTHER - EDUCATION",Office,51029.0,93.0,36.3,37.2,81.6,84.5,2137686.0,2192109.0,0.0,359310.0,1226016.0,9117.0,911721.0,56.97,0.98,No,Compliant,17919.0,47.58034,-122.31181286,2524 16TH AVE S,SEATTLE,WA,A+,"2524 16TH AVE S,SEATTLE,WA"
1650,53,2016,NonResidential,Office,El Centro de la Raza,2,GREATER DUWAMISH,1900,1.0,2.0,52554,0,52554,"OFFICE, OTHER - EDUCATION",Office,51029.0,83.0,50.09999847,53.5,108.7,112.3,2951331.25,3150635.5,0.0,462998.0,1579749.0,13715.82031,1371582.0,83.86,1.6,False,Compliant,98144.0,47.58034,-122.31132,2524 16th Ave S,Seattle,WA,A+,"2524 16th Ave S,Seattle,WA"
38,54,2015,NonResidential,Education,BLANCHET HIGH SCHOOL,6,NORTHWEST,1954,1.0,3.0,175015,0,175015,K-12 SCHOOL,K-12 School,175015.0,95.0,40.5,49.1,74.6,85.8,7080118.0,8596269.0,0.0,789588.0,2694187.0,43860.0,4386042.0,251.72,1.37,No,Compliant,18377.0,47.68891,-122.33616192,8200 WALLINGFORD AVE N,SEATTLE,WA,A+,"8200 WALLINGFORD AVE N,SEATTLE,WA"
1651,54,2016,NonResidential,Education,Blanchet High School,6,NORTHWEST,1954,1.0,3.0,175015,0,175015,K-12 SCHOOL,K-12 School,175015.0,95.0,40.0,45.09999847,74.0,80.4,6994740.5,7886505.5,0.0,785386.6875,2679739.0,43150.00781,4315001.0,247.85,1.42,False,Compliant,98103.0,47.68891,-122.33553,8200 Wallingford Ave. N,Seattle,WA,A+,"8200 Wallingford Ave. N,Seattle,WA"
39,55,2015,NonResidential,Warehouse,MINI STG (OLD SKYWAY LUGGAGE CO),7,DOWNTOWN,1911,1.0,3.0,70586,0,70586,"OFFICE, SELF-STORAGE FACILITY, VOCATIONAL SCHOOL",Self-Storage Facility,38439.0,,30.5,33.7,79.6,82.0,2147062.0,2377595.0,0.0,471115.0,1607511.0,5396.0,539617.0,39.87,0.47,No,Compliant,19576.0,47.61351,-122.35096928,11 VINE ST,SEATTLE,WA,NC,"11 VINE ST,SEATTLE,WA"
1652,55,2016,NonResidential,Warehouse,Vine Street,7,DOWNTOWN,1911,1.0,3.0,70586,0,70586,"OFFICE, SELF-STORAGE FACILITY, VOCATIONAL SCHOOL",Self-Storage Facility,38439.0,,30.60000038,33.09999847,76.6,79.2,2158629.0,2331573.25,0.0,439691.9063,1500229.0,6584.0,658400.0,45.43,0.64,False,Compliant,98121.0,47.61351,-122.35128999999999,11 Vine Street,Seattle,WA,NC,"11 Vine Street,Seattle,WA"
40,56,2015,NonResidential,Hotel,HILTON SEATTLE,7,DOWNTOWN,1969,1.0,24.0,332210,205970,126240,HOTEL,Hotel,348630.0,68.0,44.9,44.9,121.0,121.0,15660628.0,15660628.0,0.0,3607318.0,12308680.0,33525.0,3352459.0,263.85,0.63,No,Compliant,18081.0,47.60946,-122.3334029,1301 6TH AVE,SEATTLE,WA,A,"1301 6TH AVE,SEATTLE,WA"
1653,56,2016,NonResidential,Hotel,Seattle Hilton Hotel,7,DOWNTOWN,1969,1.0,24.0,332210,205970,126240,HOTEL,Hotel,348630.0,67.0,46.40000153,46.40000153,121.8,121.8,16163194.0,16163194.0,0.0,3576906.75,12204406.0,39587.86719,3958787.0,295.33,0.89,False,Compliant,98101.0,47.60946,-122.33337,1301 Sixth Ave,Seattle,WA,A,"1301 Sixth Ave,Seattle,WA"
41,57,2015,NonResidential,Office,5th and Pine,7,DOWNTOWN,1973,1.0,5.0,168115,0,168115,"DATA CENTER, OFFICE, RETAIL STORE",Office,103501.0,79.0,54.3,54.3,170.7,170.7,9213841.0,9213841.0,0.0,2700422.0,9214222.0,0.0,0.0,64.23,0.15,No,Compliant,18081.0,47.6113,-122.3363484,1513 5TH AVE,SEATTLE,WA,A,"1513 5TH AVE,SEATTLE,WA"
1654,57,2016,NonResidential,Office,5th and Pine,7,DOWNTOWN,1973,1.0,5.0,168115,0,168115,"DATA CENTER, OFFICE, RETAIL STORE",Office,103362.0,78.0,56.29999924,56.29999924,176.6,176.6,9536161.0,9536161.0,0.0,2794888.75,9536160.0,0.0,0.0,66.48,0.4,False,Compliant,98101.0,47.6113,-122.33658999999999,413 Pine Street,Seattle,WA,A,"413 Pine Street,Seattle,WA"
42,58,2015,NonResidential,Store,CENTURY SQUARE RETAIL,7,DOWNTOWN,1920,1.0,2.0,57428,0,57428,"NON-REFRIGERATED WAREHOUSE, OTHER, RETAIL STORE",Retail Store,34617.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Compliant,18081.0,47.61076,-122.337677,1525 4TH AVE,SEATTLE,WA,NC,"1525 4TH AVE,SEATTLE,WA"
1655,58,2016,NonResidential,Other,1525 4th Avenue,7,DOWNTOWN,1920,1.0,2.0,57428,0,57428,"OTHER - MALL, PERSONAL SERVICES (HEALTH/BEAUTY, DRY CLEANING, ETC)",Other - Mall,51747.0,,21.70000076,21.60000038,48.8,48.4,1247362.0,1239429.75,0.0,209536.5938,714939.0,5324.230469,532423.0,33.26,0.58,False,Compliant,98101.0,47.61076,-122.33765,1525 4th Ave,Seattle,WA,NC,"1525 4th Ave,Seattle,WA"
43,59,2015,NonResidential,Office,GIBRALTAR TOWER,7,DOWNTOWN,1910,1.0,8.0,59400,0,59400,"OFFICE, RETAIL STORE",Office,34947.0,,98.0,109.4,307.9,343.5,3915947.0,4369220.0,0.0,1147698.0,3916108.0,0.0,0.0,27.3,0.18,No,Compliant,18081.0,47.610479999999995,-122.33795929,1518 3RD AVE,SEATTLE,WA,NC,"1518 3RD AVE,SEATTLE,WA"
1656,59,2016,NonResidential,Office,Gibraltar Tower,7,DOWNTOWN,1910,1.0,8.0,59400,0,59400,"OFFICE, RETAIL STORE",Office,34947.0,14.0,85.40000153,88.30000305,398.7,412.2,5071974.0,5242479.5,0.0,1486510.375,5071973.0,0.0,0.0,35.36,0.6,False,Compliant,98101.0,47.610479999999995,-122.33793999999999,1520 3rd Ave,Seattle,WA,D,"1520 3rd Ave,Seattle,WA"
44,60,2015,NonResidential,Store,MANN BUILDING/WILD GINGER/TRIPLE DOOR,7,DOWNTOWN,1926,1.0,2.0,52549,0,52549,"OFFICE, OTHER - ENTERTAINMENT/PUBLIC ASSEMBLY, RESTAURANT",Other - Entertainment/Public Assembly,23500.0,,297.1,316.4,522.8,537.1,15583947.0,16598244.0,0.0,1551526.0,5294026.0,102901.0,10290141.0,583.41,10.67,No,Compliant,18081.0,47.60886,-122.3374176,1401 3RD AVE,SEATTLE,WA,NC,"1401 3RD AVE,SEATTLE,WA"
1657,60,2016,NonResidential,Store,Mann Building,7,DOWNTOWN,1926,1.0,2.0,52549,0,52549,"OFFICE, OTHER - ENTERTAINMENT/PUBLIC ASSEMBLY, RESTAURANT",Other - Entertainment/Public Assembly,23500.0,,286.39999389999997,299.0,485.3,495.5,15026196.0,15683742.0,0.0,1357696.125,4632459.0,103937.3672,10393737.0,584.31,11.12,False,Compliant,98101.0,47.60886,-122.33743999999999,1401 3rd Avenue,Seattle,WA,NC,"1401 3rd Avenue,Seattle,WA"
45,62,2015,NonResidential,Hotel,ROOSEVELT HOTEL,7,DOWNTOWN,1930,1.0,20.0,98634,10043,88591,"HOTEL, PARKING, RESTAURANT",Hotel,83591.0,46.0,69.7,73.8,201.1,213.8,6175812.0,6534220.0,0.0,1589324.0,5422999.0,7530.0,753040.0,77.8,0.55,No,Compliant,18081.0,47.61233,-122.33441925,1531 7TH AVE,SEATTLE,WA,B,"1531 7TH AVE,SEATTLE,WA"
1658,62,2016,NonResidential,Hotel,Roosevelt Hotel,7,DOWNTOWN,1930,1.0,20.0,98634,10043,88591,"HOTEL, PARKING, RESTAURANT",Hotel,83591.0,71.0,54.59999847,57.29999924,158.6,167.0,4841347.5,5078816.0,0.0,1257344.25,4290059.0,5512.879883,551288.0,59.19,0.6,False,Compliant,98101.0,47.61233,-122.33431999999999,1531 7th Ave,Seattle,WA,A,"1531 7th Ave,Seattle,WA"
46,63,2015,NonResidential,Hotel,SHERATON HOTEL,7,DOWNTOWN,1982,1.0,34.0,994212,146694,847518,"HOTEL, PARKING, SWIMMING POOL",Hotel,994212.0,60.0,85.9,89.3,187.3,191.6,85357952.0,88771488.0,16229832.0,13200400.0,45041634.0,240884.0,24088353.0,2846.07,2.67,No,Compliant,18081.0,47.61087,-122.3335344,1400 6TH AVE,SEATTLE,WA,B,"1400 6TH AVE,SEATTLE,WA"
1659,63,2016,NonResidential,Hotel,Sheraton Seattle Hotel,7,DOWNTOWN,1982,1.0,34.0,994212,146694,847518,"HOTEL, PARKING, SWIMMING POOL",Hotel,994212.0,63.0,80.90000153,82.80000305,182.5,184.5,80469216.0,82318072.0,11598686.0,13348631.0,45545529.0,233249.9219,23324992.0,2451.58,2.47,False,Compliant,98101.0,47.61087,-122.33339,1400 6th Avenue,Seattle,WA,A,"1400 6th Avenue,Seattle,WA"
47,65,2015,NonResidential,Hotel,INN AT THE MARKET,7,DOWNTOWN,1985,1.0,7.0,71150,0,71150,"HOTEL, PARKING, RESTAURANT, RETAIL STORE",Hotel,41340.0,99.0,87.8,87.8,203.3,203.3,5040382.0,5040382.0,0.0,894784.0,3053131.0,19874.0,1987378.0,126.83,1.6,Yes,Compliant,18081.0,47.609970000000004,-122.3414255,86 PINE ST,SEATTLE,WA,A+,"86 PINE ST,SEATTLE,WA"
1660,65,2016,NonResidential,Hotel,Inn at the Market,7,DOWNTOWN,1985,1.0,7.0,71150,0,71150,"HOTEL, PARKING, RESTAURANT, RETAIL STORE",Hotel,41340.0,98.0,93.09999847,93.09999847,215.9,215.9,5348309.0,5348309.0,0.0,950732.8125,3243900.0,21044.08008,2104408.0,134.38,1.89,False,Compliant,98101.0,47.609970000000004,-122.34138,86 Pine St,Seattle,WA,A+,"86 Pine St,Seattle,WA"
48,66,2015,NonResidential,Hotel,MOORE HOTEL & THEATRE,7,DOWNTOWN,1908,1.0,7.0,122810,0,122810,"HOTEL, OTHER - ENTERTAINMENT/PUBLIC ASSEMBLY, RETAIL STORE",Hotel,88360.0,99.0,41.4,50.8,65.7,75.6,5086863.0,6240104.0,0.0,382671.0,1305729.0,37812.0,3781188.0,209.92,1.66,No,Compliant,18081.0,47.61155,-122.3408486,1926 2ND AVE,SEATTLE,WA,A+,"1926 2ND AVE,SEATTLE,WA"
1661,66,2016,NonResidential,Hotel,Moore Hotel INC,7,DOWNTOWN,1908,1.0,7.0,122810,0,122810,"HOTEL, OTHER - ENTERTAINMENT/PUBLIC ASSEMBLY, RETAIL STORE",Hotel,88360.0,99.0,44.0,49.59999847,68.2,74.1,5401277.5,6088417.5,0.0,379121.0938,1293561.0,41077.16016,4107716.0,227.18,1.85,False,Compliant,98101.0,47.61155,-122.34114,1926 2nd Ave,Seattle,WA,A+,"1926 2nd Ave,Seattle,WA"
49,67,2015,NonResidential,Hotel,QUALITY INN & SUITES - SEATTLE,7,LAKE UNION,1959,1.0,5.0,113173,42546,70627,HOTEL,,,86.0,70.6,73.1,166.6,174.3,4988241.0,5160438.0,0.0,915988.0,3125480.0,18629.0,1862890.0,120.73,0.95,No,Compliant,18390.0,47.619859999999996,-122.3441465,618 JOHN ST,SEATTLE,WA,A+,"618 JOHN ST,SEATTLE,WA"
1662,67,2016,NonResidential,Hotel,QUALITY INN,7,LAKE UNION,1959,1.0,5.0,113173,42546,70627,"HOTEL, PARKING",Hotel,70627.0,86.0,74.80000305,76.90000153,165.7,172.1,5284343.5,5428403.5,0.0,863036.3125,2944680.0,23396.62891,2339663.0,144.79,1.28,False,Compliant,98109.0,47.619859999999996,-122.34413,618 JOHN ST,Seattle,WA,A+,"618 JOHN ST,Seattle,WA"
50,68,2015,NonResidential,Hotel,HOLIDAY INN - SEATTLE,7,LAKE UNION,2000,1.0,7.0,150453,34735,115718,"HOTEL, RESTAURANT",Hotel,107547.0,83.0,60.8,62.6,131.7,133.4,6722886.0,6921805.0,0.0,1051118.0,3586563.0,31365.0,3136472.0,191.58,1.17,No,Compliant,18390.0,47.62001,-122.3428044,211 DEXTER AVE N,SEATTLE,WA,A+,"211 DEXTER AVE N,SEATTLE,WA"
1663,68,2016,NonResidential,Hotel,Rainier Hospitality,7,LAKE UNION,2000,1.0,7.0,150453,34735,115718,HOTEL,Hotel,107547.0,84.0,60.70000076,61.79999924,128.0,129.8,6715187.0,6835263.5,0.0,995342.5,3396109.0,33190.77734,3319078.0,199.95,1.33,False,Compliant,98109.0,47.62001,-122.34273999999999,211 Dexter Ave N,Seattle,WA,A+,"211 Dexter Ave N,Seattle,WA"
51,69,2015,NonResidential,Hotel,HOLIDAY INN EXPRESS - DOWNTOWN SEATTLE,7,LAKE UNION,1997,1.0,6.0,116300,28200,88100,"HOTEL, PARKING",Hotel,88490.0,84.0,68.0,69.7,147.8,150.3,6014078.0,6169676.0,0.0,948984.0,3238067.0,27761.0,2776145.0,170.01,1.34,No,Compliant,18390.0,47.62025,-122.3432115,226 AURORA AVE N,SEATTLE,WA,A+,"226 AURORA AVE N,SEATTLE,WA"
1664,69,2016,NonResidential,Hotel,Sequim Lodging Corp,7,LAKE UNION,1997,1.0,6.0,116300,28200,88100,HOTEL,Hotel,88490.0,80.0,65.90000153,67.09999847,144.5,147.1,5827595.5,5941927.0,0.0,934483.3125,3188457.0,26391.38086,2639138.0,162.39,1.4,False,Compliant,98109.0,47.62025,-122.34313999999999,226 Aurora Ave N,Seattle,WA,A,"226 Aurora Ave N,Seattle,WA"
52,70,2015,NonResidential,Hotel,HOMEWOOD SUITES HOTEL - SEATTLE,7,MAGNOLIA / QUEEN ANNE,1998,1.0,6.0,155602,36744,118858,HOTEL,Hotel,155602.0,81.0,44.4,44.1,108.0,106.8,6915293.0,6855303.0,0.0,1338290.0,4566435.0,23490.0,2349046.0,156.59,0.88,No,Compliant,19575.0,47.62023,-122.3596901,206 WESTERN AVE W,SEATTLE,WA,A+,"206 WESTERN AVE W,SEATTLE,WA"
1665,70,2016,NonResidential,Hotel,Homewood Suites by Hilton Seattle Downtonw,7,MAGNOLIA / QUEEN ANNE,1998,1.0,6.0,155602,36744,118858,HOTEL,Hotel,155602.0,81.0,43.90000153,44.0,107.4,107.6,6836900.0,6849826.5,0.0,1336148.125,4558937.0,22779.61914,2277962.0,152.76,0.98,False,Compliant,98119.0,47.62023,-122.35951000000001,206 Western Ave West,Seattle,WA,A+,"206 Western Ave West,Seattle,WA"
53,73,2015,NonResidential,Education,SEATTLE HEBREW ACADAMY,3,EAST,1911,1.0,3.0,56072,0,56072,K-12 SCHOOL,K-12 School,56072.0,77.0,55.4,72.3,78.7,98.6,3106930.0,4055974.0,0.0,161293.0,550355.0,25566.0,2556597.0,139.62,2.45,No,Compliant,18789.0,47.63442,-122.3080163,1617 INTERLAKEN DR E,SEATTLE,WA,A,"1617 INTERLAKEN DR E,SEATTLE,WA"
1666,73,2016,NonResidential,Education,Seattle Hebrew Academy,3,EAST,1911,1.0,3.0,56072,0,56072,K-12 SCHOOL,K-12 School,56072.0,76.0,57.70000076,67.80000305,81.1,92.7,3234787.75,3800842.5,0.0,161743.0938,551867.0,26829.20117,2682920.0,146.34,2.61,False,Compliant,98136.0,47.63442,-122.30793,1617 Interlaken Drive East,Seattle,WA,A,"1617 Interlaken Drive East,Seattle,WA"
54,77,2015,NonResidential,Hotel,COMFORT SUITES SEATTLE CENTER,7,MAGNOLIA / QUEEN ANNE,1999,1.0,4.0,122942,44891,78051,"HOTEL, PARKING",Hotel,78051.0,94.0,67.6,68.0,135.3,136.5,5276777.0,5306165.0,0.0,703564.0,2400660.0,28762.0,2876216.0,169.49,1.29,No,Compliant,18390.0,47.62519,-122.3445605,601 ROY ST,SEATTLE,WA,A+,"601 ROY ST,SEATTLE,WA"
1667,77,2016,NonResidential,Hotel,Comfort Suites Seattle Center,7,MAGNOLIA / QUEEN ANNE,1999,1.0,4.0,122942,44891,78051,"HOTEL, PARKING",Hotel,78051.0,94.0,68.40000153,69.0,136.7,138.7,5337334.0,5387530.0,0.0,710354.5,2423730.0,29136.039060000003,2913604.0,171.64,1.4,False,Compliant,98109.0,47.62519,-122.34456000000002,601 Roy St,Seattle,WA,A+,"601 Roy St,Seattle,WA"
55,82,2015,NonResidential,Office,WA DEPT OF SOCIAL & HEALTH SERVICES,3,CENTRAL,1962,1.0,2.0,54984,0,54984,OFFICE,Office,54984.0,65.0,63.7,71.3,149.8,157.8,3504957.0,3921971.0,0.0,639274.0,2181293.0,13238.0,1323754.0,85.51,1.38,No,Compliant,19578.0,47.60823,-122.3095441,1700 E CHERRY ST,SEATTLE,WA,A,"1700 E CHERRY ST,SEATTLE,WA"
1668,82,2016,NonResidential,Office,Dept of Social & Health Services,3,CENTRAL,1962,1.0,2.0,54984,0,54984,OFFICE,Office,54984.0,71.0,61.40000153,66.0,139.6,144.5,3375211.0,3630147.25,0.0,579786.0,1978230.0,13969.80957,1396981.0,87.98,1.6,False,Compliant,98122.0,47.60823,-122.30956,1700 E. Cherry St,Seattle,WA,A,"1700 E. Cherry St,Seattle,WA"
56,84,2015,NonResidential,Residence,PROVIDENCE MT ST VINCENT,1,SOUTHWEST,1922,1.0,5.0,217603,0,217603,"PARKING, SENIOR CARE COMMUNITY",Senior Care Community,296313.0,50.0,153.5,170.9,246.4,264.6,45494324.0,50629892.0,0.0,3540510.0,12080722.0,334141.0,33414103.0,1858.84,8.3,No,Compliant,19581.0,47.558370000000004,-122.378518,4831 35TH AVE SW,SEATTLE,WA,B,"4831 35TH AVE SW,SEATTLE,WA"
1669,84,2016,NonResidential,Residence,PSSA - The Mount,1,SOUTHWEST,1922,1.0,5.0,217603,0,217603,"PARKING, SENIOR CARE COMMUNITY",Senior Care Community,296313.0,54.0,144.3999939,153.6999969,235.0,244.8,42792072.0,45547252.0,0.0,3465642.5,11824772.0,309673.0,30967300.0,1727.11,7.94,False,Compliant,98126.0,47.558370000000004,-122.37751000000002,4831 35th Ave SW,Seattle,WA,B,"4831 35th Ave SW,Seattle,WA"
57,85,2015,NonResidential,Residence,FOSS HOME AND VILLAGE,5,NORTHWEST,1970,1.0,2.0,93397,0,93397,SENIOR CARE COMMUNITY,Senior Care Community,93397.0,1.0,175.3,180.8,313.8,320.7,16371764.0,16886622.0,0.0,1699219.0,5797976.0,105740.0,10574028.0,602.0,6.18,No,Compliant,19582.0,47.72426,-122.3562998,13023 GREENWOOD AVE N,SEATTLE,WA,D,"13023 GREENWOOD AVE N,SEATTLE,WA"
1670,85,2016,NonResidential,Residence,Foss Home and Village,5,NORTHWEST,1970,1.0,2.0,93397,0,93397,SENIOR CARE COMMUNITY,Senior Care Community,93397.0,1.0,175.6000061,181.6000061,311.5,320.0,16402563.0,16959754.0,0.0,1664565.75,5679498.0,107230.6406,10723064.0,609.1,6.52,False,Compliant,98133.0,47.72426,-122.35598999999999,13023 Greenwood Ave. N,Seattle,WA,D,"13023 Greenwood Ave. N,Seattle,WA"
